2024-06-07 16:33:47,147 INFO    StreamThr :2009219 [internal.py:wandb_internal():86] W&B internal server running at pid: 2009219, started at: 2024-06-07 16:33:47.146296
2024-06-07 16:33:47,149 DEBUG   HandlerThread:2009219 [handler.py:handle_request():146] handle_request: status
2024-06-07 16:33:47,153 INFO    WriterThread:2009219 [datastore.py:open_for_write():85] open: /home/ccl/Desktop/isfolder/issrc/fedops/FedOps-ADMET2/wandb/run-20240607_163347-9yw1zvut/run-9yw1zvut.wandb
2024-06-07 16:33:47,153 DEBUG   SenderThread:2009219 [sender.py:send():380] send: header
2024-06-07 16:33:47,155 DEBUG   SenderThread:2009219 [sender.py:send():380] send: run
2024-06-07 16:33:47,690 INFO    SenderThread:2009219 [dir_watcher.py:__init__():211] watching files in: /home/ccl/Desktop/isfolder/issrc/fedops/FedOps-ADMET2/wandb/run-20240607_163347-9yw1zvut/files
2024-06-07 16:33:47,691 INFO    SenderThread:2009219 [sender.py:_start_run_threads():1122] run started: 9yw1zvut with start time 1717745627.145784
2024-06-07 16:33:47,704 DEBUG   HandlerThread:2009219 [handler.py:handle_request():146] handle_request: check_version
2024-06-07 16:33:47,705 DEBUG   SenderThread:2009219 [sender.py:send_request():407] send_request: check_version
2024-06-07 16:33:47,807 DEBUG   HandlerThread:2009219 [handler.py:handle_request():146] handle_request: run_start
2024-06-07 16:33:47,844 DEBUG   HandlerThread:2009219 [system_info.py:__init__():32] System info init
2024-06-07 16:33:47,844 DEBUG   HandlerThread:2009219 [system_info.py:__init__():47] System info init done
2024-06-07 16:33:47,844 INFO    HandlerThread:2009219 [system_monitor.py:start():194] Starting system monitor
2024-06-07 16:33:47,844 INFO    SystemMonitor:2009219 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-07 16:33:47,845 INFO    HandlerThread:2009219 [system_monitor.py:probe():214] Collecting system info
2024-06-07 16:33:47,846 INFO    SystemMonitor:2009219 [interfaces.py:start():190] Started cpu monitoring
2024-06-07 16:33:47,847 INFO    SystemMonitor:2009219 [interfaces.py:start():190] Started disk monitoring
2024-06-07 16:33:47,848 INFO    SystemMonitor:2009219 [interfaces.py:start():190] Started gpu monitoring
2024-06-07 16:33:47,849 INFO    SystemMonitor:2009219 [interfaces.py:start():190] Started memory monitoring
2024-06-07 16:33:47,851 INFO    SystemMonitor:2009219 [interfaces.py:start():190] Started network monitoring
2024-06-07 16:33:47,913 DEBUG   HandlerThread:2009219 [system_info.py:probe():196] Probing system
2024-06-07 16:33:47,916 DEBUG   HandlerThread:2009219 [system_info.py:_probe_git():181] Probing git
2024-06-07 16:33:47,925 DEBUG   HandlerThread:2009219 [system_info.py:_probe_git():189] Probing git done
2024-06-07 16:33:47,925 DEBUG   HandlerThread:2009219 [system_info.py:probe():244] Probing system done
